,Departamento de ocurrencia | Grupos de causas de defunción (lista colombia 105 para la tabulación de mortalidad),,Total,Total,,,Menor 1 hora,,,De 1 a 23 horas,,,De 1 a 6 días,,,De 7 a 27 dias,,,De 28 a 29 días,,,De 1 a 5 meses,,,De 6 a 11 meses,,,De 1 año,,,De 2 a 4 años,,,De 5 a 9 años,,,De 10 a 14 años,,,De 15 a 19 años,,,De 20 a 24 años,,,De 25 a 29 años,,,De 30 a 34 años,,,De 35 a 39 años,,,De 40 a 44 años,,,De 45 a 49 años,,,De 50 a 54 años,,,De 55 a 59 años,,,De 60 a 64 años,,,De 65 a 69 años,,,De 70 a 74 años,,,De 75 a 79 años,,,De 80 a 84 años,,,De 85 a 89 años,,,De 90 a 94 años,,,De 95 a 99 años,,,De 100 años y más,,,Edad desconocida,,,2022,defunciones,Cuadro11,cuadro11,
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2022,defunciones,Cuadro11,cuadro11,
20.0,,017 Tumor maligno del páncreas,30,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,2,1,0,0,2,0,1,1,0,2,1,0,1,2,0,6,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,018 Todos los demás tumores malignos de los órganos digestivos y del peritoneo,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,019 Tumor maligno de la laringe,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"020 Tumor maligno de la tráquea, los bronquios y el pulmón",84,49,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,3,0,7,6,0,6,3,0,3,7,0,7,5,0,8,5,0,8,2,0,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"021 Todos los demás tumores malignos de los órganos respiratorios e intratorácicos, excepto tráquea, bronquios y pulmón",9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,022 Tumor maligno de los huesos y de los cartílagos articulares,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,023 Melanoma y otros tumores malignos de la piel,20,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0,1,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,024 Tumor maligno de la mama de la mujer,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,6,0,0,6,0,0,10,0,0,9,0,0,7,0,0,8,0,0,9,0,0,5,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,025 Tumor maligno del cuello del útero,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,0,0,7,0,0,6,0,0,3,0,0,4,0,0,5,0,0,6,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,026 Tumor maligno de otras partes del útero,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,027 Tumor maligno del ovario,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,028 Tumor maligno de la próstata,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,8,0,0,10,0,0,16,0,0,18,0,0,13,0,0,7,0,0,7,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,029 Tumor maligno de la vejiga urinaria,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,030 Todos los demás tumores malignos de los órganos urinarios,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"031 Tumor maligno del encéfalo, del ojo y de otras partes del sistema nervioso central",20,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,2,2,0,0,1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,032 Tumor maligno del tiroides y de otras glándulas endocrinas,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,033 Tumores malignos de sitios mal definidos y secundarios,17,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,034 Tumor maligno de sitios no especificados,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,035 Leucemia,36,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,2,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0,3,0,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,1,2,0,5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"036 Todos los demás tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",45,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,2,0,1,0,0,4,2,0,4,3,0,1,2,0,5,2,0,3,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",76,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,2,0,0,1,0,0,1,3,0,1,3,0,4,2,0,6,0,0,4,1,0,8,4,0,5,4,0,5,6,0,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,038 Todos los demás tumores malignos de otras localizaciones,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",36,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,1,0,1,1,0,2,2,0,1,2,0,1,1,0,5,4,0,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",14,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,041 Diabetes mellitus,221,91,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,2,0,2,3,0,2,5,0,6,10,0,13,11,0,13,15,0,14,17,0,11,23,1,11,18,0,6,12,0,4,7,0,5,4,0,1,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,042 Deficiencias nutricionales,100,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,3,0,7,4,0,4,4,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,3,0,0,0,2,0,2,0,0,6,1,0,5,4,0,1,4,0,10,3,0,2,5,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,043 Todas las demás enfermedades endocrinas y nutricionales,65,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,2,1,0,5,1,0,1,4,0,0,3,0,1,3,0,2,2,0,1,4,0,5,2,0,1,5,0,2,3,0,2,2,0,1,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,044 Trastornos mentales y del comportamiento,17,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,3,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,20,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,047 Todas las demás enfermedades del sistema nervioso,121,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,2,1,0,3,2,0,0,3,0,2,0,0,0,1,0,0,2,0,1,1,0,1,2,0,1,0,0,2,1,0,4,2,0,1,1,0,4,2,0,4,3,0,9,7,0,12,13,0,7,6,0,4,10,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,050 Enfermedades hipertensivas,277,145,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,7,4,0,5,5,0,16,6,0,11,7,0,10,9,0,20,14,0,19,24,0,19,24,0,24,22,0,8,12,0,2,1,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,051 Enfermedades isquémicas del corazón,863,529,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,0,0,2,0,12,4,0,13,11,0,19,17,0,34,14,0,54,19,0,56,26,0,70,35,0,70,36,0,74,44,0,55,55,0,40,41,0,21,20,0,4,8,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,16,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,053 Todas las demás formas de enfermedad del corazón,105,58,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,0,0,2,1,0,2,6,0,6,5,0,10,3,0,4,1,0,4,6,0,11,5,0,6,5,0,3,8,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,054 Insuficiencia cardíaca,34,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,2,0,0,4,5,0,6,2,0,3,1,0,2,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,055 Enfermedades cerebrovasculares,404,211,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,3,0,0,1,2,0,3,5,0,3,3,0,4,7,0,9,9,0,13,8,0,10,20,0,14,18,0,27,19,0,31,19,0,35,29,0,28,30,0,15,14,0,9,4,0,1,2,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,056 Aterosclerosis,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,057 Aneurisma aórtico,34,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,4,0,0,4,0,0,5,1,0,2,3,0,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,40,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,1,2,0,1,3,0,1,3,0,3,9,0,2,6,0,0,1,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,059 Neumonía,224,120,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,4,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,3,0,2,0,0,4,0,0,1,2,0,6,0,0,4,2,0,3,5,0,11,10,0,9,5,0,19,8,0,18,15,0,12,10,0,15,19,0,5,7,0,3,6,0,0,1,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,290,156,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,3,0,5,6,0,9,12,0,23,15,0,25,8,0,33,30,0,28,24,0,18,24,0,8,9,0,2,1,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,061 Enfermedades del pulmón debidas a agentes externos,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,062 Todas las demás enfermedades del sistema respiratorio,76,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,4,0,0,8,2,0,3,0,0,5,3,0,2,3,0,6,5,0,7,5,0,4,3,0,1,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,063 Ulcera,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,2,1,0,4,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",49,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,2,0,5,2,0,1,4,0,3,2,0,5,5,0,3,4,0,2,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,066 Enfermedades del hígado,69,45,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,2,0,6,3,0,4,2,0,7,2,0,8,3,0,7,3,0,4,3,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",40,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,0,0,2,0,1,0,0,3,1,0,0,4,0,1,3,0,3,4,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",35,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,2,0,2,1,0,1,4,0,3,2,0,1,1,0,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,24,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,2,2,0,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
20.0,,070 Hemorragia gastrointestinal,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,0,3,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11,cuadro11,
